,Image,Sentiment
117,./images/image-117.png,Negative
118,./images/image-118.png,Negative
119,./images/image-119.png,Positive
120,./images/image-120.png,Positive
121,./images/image-121.png,Negative
122,./images/image-122.png,Positive
123,./images/image-123.png,Positive
124,./images/image-124.png,Positive
125,./images/image-125.png,Positive
126,./images/image-126.png,Positive
127,./images/image-127.png,Negative
128,./images/image-128.png,Positive
129,./images/image-129.png,Negative
130,./images/image-130.png,Positive
131,./images/image-131.png,Positive
132,./images/image-132.png,Positive
133,./images/image-133.png,Positive
134,./images/image-134.png,Positive
135,./images/image-135.png,Negative
136,./images/image-136.png,Negative
137,./images/image-137.png,Positive
138,./images/image-138.png,Positive
139,./images/image-139.png,Negative
140,./images/image-140.png,Negative
141,./images/image-141.png,Negative
142,./images/image-142.png,Positive
143,./images/image-143.png,Positive
144,./images/image-144.png,Positive
145,./images/image-145.png,Positive
146,./images/image-146.png,Positive
147,./images/image-147.png,Positive
148,./images/image-148.png,Negative
149,./images/image-149.png,Negative
150,./images/image-150.png,Positive
151,./images/image-151.png,Positive
152,./images/image-152.png,Positive
153,./images/image-153.png,Negative
154,./images/image-154.png,Positive
155,./images/image-155.png,Negative
156,./images/image-156.png,Positive
157,./images/image-157.png,Positive
158,./images/image-158.png,Positive
159,./images/image-159.png,Negative
160,./images/image-160.png,Negative
161,./images/image-161.png,Positive
162,./images/image-162.png,Positive
163,./images/image-163.png,Negative
164,./images/image-164.png,Negative
165,./images/image-165.png,Positive
166,./images/image-166.png,Positive
167,./images/image-167.png,Negative
168,./images/image-168.png,Positive
169,./images/image-169.png,Positive
170,./images/image-170.png,Negative
171,./images/image-171.png,Positive
172,./images/image-172.png,Positive
173,./images/image-173.png,Positive
174,./images/image-174.png,Positive
175,./images/image-175.png,Positive
176,./images/image-176.png,Negative
177,./images/image-177.png,Positive
178,./images/image-178.png,Negative
179,./images/image-179.png,Negative
180,./images/image-180.png,Negative
181,./images/image-181.png,Negative
182,./images/image-182.png,Positive
183,./images/image-183.png,Negative
184,./images/image-184.png,Negative
185,./images/image-185.png,Negative
186,./images/image-186.png,Positive
187,./images/image-187.png,Positive
188,./images/image-188.png,Negative
189,./images/image-189.png,Positive
190,./images/image-190.png,Negative
191,./images/image-191.png,Negative
192,./images/image-192.png,Positive
193,./images/image-193.png,Positive
194,./images/image-194.png,Negative
195,./images/image-195.png,Positive
196,./images/image-196.png,Negative
197,./images/image-197.png,Positive
198,./images/image-198.png,Negative
199,./images/image-199.png,Negative
200,./images/image-200.png,Negative
201,./images/image-201.png,Negative
202,./images/image-202.png,Negative
203,./images/image-203.png,Positive
204,./images/image-204.png,Positive
205,./images/image-205.png,Positive
206,./images/image-206.png,Positive
207,./images/image-207.png,Negative
208,./images/image-208.png,Positive
209,./images/image-209.png,Positive
210,./images/image-210.png,Positive
211,./images/image-211.png,Negative
212,./images/image-212.png,Positive
213,./images/image-213.png,Negative
214,./images/image-214.png,Negative
215,./images/image-215.png,Positive
216,./images/image-216.png,Negative
217,./images/image-217.png,Positive
218,./images/image-218.png,Positive
219,./images/image-219.png,Positive
220,./images/image-220.png,Positive
221,./images/image-221.png,Positive
222,./images/image-222.png,Positive
223,./images/image-223.png,Positive
224,./images/image-224.png,Positive
225,./images/image-225.png,Negative
226,./images/image-226.png,Negative
227,./images/image-227.png,Negative
228,./images/image-228.png,Negative
229,./images/image-229.png,Positive
230,./images/image-230.png,Positive
231,./images/image-231.png,Negative
232,./images/image-232.png,Negative
233,./images/image-233.png,Positive
234,./images/image-234.png,Negative
235,./images/image-235.png,Negative
236,./images/image-236.png,Positive
237,./images/image-237.png,Positive
238,./images/image-238.png,Positive
239,./images/image-239.png,Negative
240,./images/image-240.png,Positive
241,./images/image-241.png,Negative
242,./images/image-242.png,Positive
243,./images/image-243.png,Negative
244,./images/image-244.png,Positive
245,./images/image-245.png,Positive
246,./images/image-246.png,Negative
247,./images/image-247.png,Positive
248,./images/image-248.png,Negative
249,./images/image-249.png,Positive
250,./images/image-250.png,Negative
251,./images/image-251.png,Negative
252,./images/image-252.png,Positive
253,./images/image-253.png,Positive
254,./images/image-254.png,Positive
255,./images/image-255.png,Negative
256,./images/image-256.png,Positive
257,./images/image-257.png,Negative
258,./images/image-258.png,Negative
259,./images/image-259.png,Positive
260,./images/image-260.png,Negative
261,./images/image-261.png,Positive
262,./images/image-262.png,Positive
263,./images/image-263.png,Positive
264,./images/image-264.png,Negative
265,./images/image-265.png,Positive
266,./images/image-266.png,Positive
267,./images/image-267.png,Negative
268,./images/image-268.png,Positive
269,./images/image-269.png,Positive
270,./images/image-270.png,Negative
271,./images/image-271.png,Negative
272,./images/image-272.png,Negative
273,./images/image-273.png,Positive
274,./images/image-274.png,Positive
275,./images/image-275.png,Negative
276,./images/image-276.png,Negative
277,./images/image-277.png,Negative
278,./images/image-278.png,Positive
279,./images/image-279.png,Negative
280,./images/image-280.png,Negative
281,./images/image-281.png,Positive
282,./images/image-282.png,Negative
283,./images/image-283.png,Positive
284,./images/image-284.png,Negative
285,./images/image-285.png,Negative
286,./images/image-286.png,Negative
287,./images/image-287.png,Positive
288,./images/image-288.png,Negative
289,./images/image-289.png,Positive
290,./images/image-290.png,Negative
291,./images/image-291.png,Positive
292,./images/image-292.png,Positive
293,./images/image-293.png,Positive
294,./images/image-294.png,Positive
295,./images/image-295.png,Positive
296,./images/image-296.png,Positive
297,./images/image-297.png,Negative
298,./images/image-298.png,Positive
299,./images/image-299.png,Positive
300,./images/image-300.png,Negative
301,./images/image-301.png,Negative
302,./images/image-302.png,Positive
303,./images/image-303.png,Positive
304,./images/image-304.png,Positive
305,./images/image-305.png,Positive
306,./images/image-306.png,Negative
307,./images/image-307.png,Negative
308,./images/image-308.png,Negative
309,./images/image-309.png,Positive
310,./images/image-310.png,Negative
311,./images/image-311.png,Positive
312,./images/image-312.png,Positive
313,./images/image-313.png,Negative
314,./images/image-314.png,Positive
315,./images/image-315.png,Negative
316,./images/image-316.png,Positive
317,./images/image-317.png,Positive
318,./images/image-318.png,Positive
319,./images/image-319.png,Negative
320,./images/image-320.png,Positive
321,./images/image-321.png,Negative
322,./images/image-322.png,Negative
323,./images/image-323.png,Positive
324,./images/image-324.png,Positive
325,./images/image-325.png,Negative
326,./images/image-326.png,Negative
327,./images/image-327.png,Positive
328,./images/image-328.png,Positive
329,./images/image-329.png,Negative
330,./images/image-330.png,Positive
331,./images/image-331.png,Negative
332,./images/image-332.png,Negative
333,./images/image-333.png,Positive
334,./images/image-334.png,Negative
335,./images/image-335.png,Positive
336,./images/image-336.png,Positive
337,./images/image-337.png,Positive
338,./images/image-338.png,Negative
339,./images/image-339.png,Negative
340,./images/image-340.png,Negative
341,./images/image-341.png,Negative
342,./images/image-342.png,Positive
343,./images/image-343.png,Positive
344,./images/image-344.png,Negative
345,./images/image-345.png,Negative
346,./images/image-346.png,Negative
347,./images/image-347.png,Positive
348,./images/image-348.png,Negative
349,./images/image-349.png,Negative
350,./images/image-350.png,Positive
351,./images/image-351.png,Positive
352,./images/image-352.png,Positive
353,./images/image-353.png,Negative
354,./images/image-354.png,Negative
355,./images/image-355.png,Negative
356,./images/image-356.png,Negative
357,./images/image-357.png,Positive
358,./images/image-358.png,Positive
359,./images/image-359.png,Negative
360,./images/image-360.png,Negative
361,./images/image-361.png,Positive
362,./images/image-362.png,Positive
363,./images/image-363.png,Negative
364,./images/image-364.png,Negative
365,./images/image-365.png,Negative
366,./images/image-366.png,Positive
367,./images/image-367.png,Negative
368,./images/image-368.png,Negative
369,./images/image-369.png,Negative
370,./images/image-370.png,Positive
371,./images/image-371.png,Positive
372,./images/image-372.png,Negative
373,./images/image-373.png,Negative
374,./images/image-374.png,Negative
375,./images/image-375.png,Positive
376,./images/image-376.png,Negative
377,./images/image-377.png,Positive
378,./images/image-378.png,Negative
379,./images/image-379.png,Negative
380,./images/image-380.png,Positive
381,./images/image-381.png,Negative
382,./images/image-382.png,Positive
383,./images/image-383.png,Positive
384,./images/image-384.png,Negative
385,./images/image-385.png,Positive
386,./images/image-386.png,Positive
387,./images/image-387.png,Positive
388,./images/image-388.png,Positive
389,./images/image-389.png,Negative
390,./images/image-390.png,Positive
391,./images/image-391.png,Positive
392,./images/image-392.png,Positive
393,./images/image-393.png,Positive
394,./images/image-394.png,Negative
395,./images/image-395.png,Negative
396,./images/image-396.png,Negative
397,./images/image-397.png,Negative
398,./images/image-398.png,Negative
399,./images/image-399.png,Negative
400,./images/image-400.png,Negative
401,./images/image-401.png,Negative
402,./images/image-402.png,Negative
403,./images/image-403.png,Negative
404,./images/image-404.png,Positive
405,./images/image-405.png,Negative
406,./images/image-406.png,Negative
407,./images/image-407.png,Negative
408,./images/image-408.png,Positive
409,./images/image-409.png,Negative
410,./images/image-410.png,Positive
411,./images/image-411.png,Negative
412,./images/image-412.png,Positive
413,./images/image-413.png,Negative
414,./images/image-414.png,Negative
415,./images/image-415.png,Negative
416,./images/image-416.png,Positive
417,./images/image-417.png,Negative
418,./images/image-418.png,Positive
419,./images/image-419.png,Positive
420,./images/image-420.png,Positive
421,./images/image-421.png,Positive
422,./images/image-422.png,Positive
423,./images/image-423.png,Negative
424,./images/image-424.png,Negative
425,./images/image-425.png,Negative
426,./images/image-426.png,Negative
427,./images/image-427.png,Negative
428,./images/image-428.png,Positive
429,./images/image-429.png,Positive
430,./images/image-430.png,Negative
431,./images/image-431.png,Negative
432,./images/image-432.png,Negative
433,./images/image-433.png,Negative
434,./images/image-434.png,Negative
435,./images/image-435.png,Negative
436,./images/image-436.png,Positive
437,./images/image-437.png,Negative
438,./images/image-438.png,Positive
439,./images/image-439.png,Positive
440,./images/image-440.png,Positive
441,./images/image-441.png,Negative
442,./images/image-442.png,Positive
443,./images/image-443.png,Positive
444,./images/image-444.png,Positive
445,./images/image-445.png,Negative
446,./images/image-446.png,Positive
447,./images/image-447.png,Positive
448,./images/image-448.png,Negative
449,./images/image-449.png,Negative
450,./images/image-450.png,Negative
451,./images/image-451.png,Positive
452,./images/image-452.png,Positive
453,./images/image-453.png,Positive
454,./images/image-454.png,Positive
455,./images/image-455.png,Positive
456,./images/image-456.png,Positive
457,./images/image-457.png,Positive
458,./images/image-458.png,Negative
459,./images/image-459.png,Negative
460,./images/image-460.png,Positive
461,./images/image-461.png,Negative
462,./images/image-462.png,Positive
463,./images/image-463.png,Positive
464,./images/image-464.png,Negative
465,./images/image-465.png,Negative
466,./images/image-466.png,Negative
467,./images/image-467.png,Positive
468,./images/image-468.png,Negative
469,./images/image-469.png,Negative
470,./images/image-470.png,Positive
471,./images/image-471.png,Positive
472,./images/image-472.png,Positive
473,./images/image-473.png,Positive
474,./images/image-474.png,Negative
475,./images/image-475.png,Positive
476,./images/image-476.png,Negative
477,./images/image-477.png,Positive
478,./images/image-478.png,Positive
479,./images/image-479.png,Positive
480,./images/image-480.png,Positive
481,./images/image-481.png,Positive
482,./images/image-482.png,Negative
483,./images/image-483.png,Positive
484,./images/image-484.png,Negative
485,./images/image-485.png,Negative
486,./images/image-486.png,Negative
487,./images/image-487.png,Negative
488,./images/image-488.png,Positive
489,./images/image-489.png,Negative
490,./images/image-490.png,Positive
491,./images/image-491.png,Negative
492,./images/image-492.png,Positive
493,./images/image-493.png,Positive
494,./images/image-494.png,Negative
495,./images/image-495.png,Negative
496,./images/image-496.png,Positive
497,./images/image-497.png,Negative
498,./images/image-499.png,Negative
499,./images/image-500.png,Negative
500,./images/image-501.png,Positive
501,./images/image-502.png,Positive
502,./images/image-503.png,Negative
503,./images/image-504.png,Positive
504,./images/image-505.png,Negative
505,./images/image-506.png,Negative
506,./images/image-507.png,Negative
507,./images/image-508.png,Positive
508,./images/image-509.png,Positive
509,./images/image-510.png,Positive
510,./images/image-511.png,Positive
511,./images/image-512.png,Negative
512,./images/image-513.png,Negative
513,./images/image-514.png,Positive
514,./images/image-515.png,Negative
515,./images/image-516.png,Negative
516,./images/image-517.png,Negative
517,./images/image-518.png,Positive
518,./images/image-519.png,Negative
519,./images/image-520.png,Negative
520,./images/image-521.png,Positive
521,./images/image-522.png,Negative
522,./images/image-523.png,Positive
523,./images/image-524.png,Positive
524,./images/image-525.png,Positive
525,./images/image-526.png,Negative
526,./images/image-527.png,Positive
527,./images/image-528.png,Negative
528,./images/image-529.png,Negative
529,./images/image-530.png,Positive
530,./images/image-531.png,Negative
531,./images/image-532.png,Positive
532,./images/image-533.png,Positive
533,./images/image-534.png,Positive
534,./images/image-535.png,Positive
535,./images/image-536.png,Positive
536,./images/image-537.png,Positive
537,./images/image-538.png,Positive
538,./images/image-539.png,Positive
539,./images/image-540.png,Positive
540,./images/image-541.png,Negative
541,./images/image-542.png,Negative
542,./images/image-546.png,Positive
543,./images/image-547.png,Positive
544,./images/image-548.png,Positive
545,./images/image-549.png,Positive
546,./images/image-550.png,Positive
547,./images/image-552.png,Negative
548,./images/image-553.png,Negative
549,./images/image-554.png,Positive
550,./images/image-555.png,Positive
551,./images/image-556.png,Positive
552,./images/image-557.png,Positive
553,./images/image-559.png,Positive
554,./images/image-561.png,Positive
555,./images/image-562.png,Positive
556,./images/image-563.png,Positive
557,./images/image-564.png,Positive
558,./images/image-565.png,Positive
559,./images/image-566.png,Positive
560,./images/image-567.png,Positive
561,./images/image-568.png,Positive
562,./images/image-569.png,Positive
563,./images/image-570.png,Positive
564,./images/image-571.png,Positive
565,./images/image-572.png,Positive
566,./images/image-573.png,Positive
567,./images/image-574.png,Positive
568,./images/image-575.png,Positive
569,./images/image-576.png,Negative
570,./images/image-577.png,Positive
571,./images/image-579.png,Negative
572,./images/image-580.png,Positive
573,./images/image-581.png,Positive
574,./images/image-582.png,Positive
575,./images/image-583.png,Positive
576,./images/image-584.png,Positive
577,./images/image-585.png,Positive
578,./images/image-587.png,Positive
579,./images/image-588.png,Positive
580,./images/image-589.png,Positive
581,./images/image-592.png,Positive
582,./images/image-593.png,Positive
583,./images/image-594.png,Positive
584,./images/image-595.png,Positive
585,./images/image-596.png,Positive
586,./images/image-597.png,Positive
587,./images/image-598.png,Positive
588,./images/image-599.png,Positive
589,./images/image-601.png,Negative
590,./images/image-602.png,Positive
591,./images/image-603.png,Positive
592,./images/image-606.png,Negative
593,./images/image-607.png,Positive
594,./images/image-608.png,Positive
595,./images/image-609.png,Positive
596,./images/image-610.png,Positive
597,./images/image-611.png,Positive
598,./images/image-612.png,Positive
599,./images/image-613.png,Positive
600,./images/image-616.png,Positive
601,./images/image-617.png,Positive
602,./images/image-618.png,Positive
603,./images/image-619.png,Negative
604,./images/image-620.png,Positive
605,./images/image-621.png,Negative
606,./images/image-622.png,Negative
607,./images/image-623.png,Negative
608,./images/image-624.png,Positive
609,./images/image-625.png,Positive
610,./images/image-626.png,Positive
611,./images/image-627.png,Positive
612,./images/image-628.png,Positive
613,./images/image-629.png,Negative
614,./images/image-630.png,Positive
615,./images/image-633.png,Positive
616,./images/image-634.png,Positive
617,./images/image-636.png,Negative
618,./images/image-637.png,Positive
619,./images/image-638.png,Positive
620,./images/image-639.png,Positive
621,./images/image-640.png,Negative
622,./images/image-641.png,Positive
623,./images/image-642.png,Positive
624,./images/image-643.png,Positive
625,./images/image-644.png,Positive
626,./images/image-645.png,Positive
627,./images/image-646.png,Positive
628,./images/image-648.png,Positive
629,./images/image-649.png,Positive
630,./images/image-650.png,Positive
631,./images/image-653.png,Negative
632,./images/image-654.png,Positive
633,./images/image-656.png,Positive
634,./images/image-657.png,Negative
635,./images/image-658.png,Positive
636,./images/image-659.png,Positive
637,./images/image-660.png,Positive
638,./images/image-661.png,Positive
639,./images/image-662.png,Negative
640,./images/image-663.png,Positive
641,./images/image-664.png,Positive
642,./images/image-665.png,Positive
643,./images/image-666.png,Positive
644,./images/image-667.png,Positive
645,./images/image-668.png,Negative
646,./images/image-669.png,Negative
647,./images/image-670.png,Negative
648,./images/image-671.png,Positive
649,./images/image-672.png,Negative
650,./images/image-674.png,Positive
651,./images/image-675.png,Positive
652,./images/image-676.png,Positive
653,./images/image-679.png,Positive
654,./images/image-680.png,Negative
655,./images/image-681.png,Positive
656,./images/image-682.png,Negative
657,./images/image-683.png,Positive
658,./images/image-684.png,Positive
659,./images/image-685.png,Negative
660,./images/image-686.png,Positive
661,./images/image-687.png,Negative
662,./images/image-690.png,Positive
663,./images/image-691.png,Positive
664,./images/image-692.png,Positive
665,./images/image-693.png,Negative
666,./images/image-694.png,Positive
667,./images/image-695.png,Positive
668,./images/image-696.png,Positive
669,./images/image-697.png,Positive
670,./images/image-698.png,Positive
671,./images/image-699.png,Positive
672,./images/image-700.png,Positive
673,./images/image-701.png,Positive
674,./images/image-703.png,Positive
675,./images/image-705.png,Positive
676,./images/image-706.png,Positive
677,./images/image-708.png,Positive
678,./images/image-709.png,Negative
679,./images/image-712.png,Positive
680,./images/image-713.png,Positive
681,./images/image-714.png,Positive
682,./images/image-715.png,Positive
683,./images/image-716.png,Positive
684,./images/image-718.png,Positive
685,./images/image-719.png,Positive
686,./images/image-720.png,Positive
687,./images/image-722.png,Positive
688,./images/image-724.png,Positive
689,./images/image-725.png,Positive
690,./images/image-726.png,Positive
691,./images/image-727.png,Positive
692,./images/image-728.png,Positive
693,./images/image-729.png,Negative
694,./images/image-730.png,Positive
695,./images/image-732.png,Positive
696,./images/image-733.png,Negative
697,./images/image-735.png,Positive
698,./images/image-736.png,Negative
699,./images/image-737.png,Positive
700,./images/image-738.png,Negative
701,./images/image-743.png,Positive
702,./images/image-745.png,Positive
703,./images/image-746.png,Positive
704,./images/image-747.png,Positive
705,./images/image-748.png,Positive
706,./images/image-749.png,Positive
707,./images/image-750.png,Positive
708,./images/image-751.png,Positive
709,./images/image-752.png,Positive
710,./images/image-753.png,Positive
711,./images/image-756.png,Positive
712,./images/image-757.png,Positive
713,./images/image-758.png,Positive
714,./images/image-761.png,Positive
715,./images/image-762.png,Negative
716,./images/image-764.png,Positive
717,./images/image-765.png,Positive
718,./images/image-766.png,Positive
719,./images/image-767.png,Positive
720,./images/image-768.png,Positive
721,./images/image-769.png,Negative
722,./images/image-770.png,Positive
723,./images/image-771.png,Positive
724,./images/image-772.png,Positive
725,./images/image-773.png,Positive
726,./images/image-774.png,Positive
727,./images/image-775.png,Negative
728,./images/image-776.png,Positive
729,./images/image-777.png,Positive
730,./images/image-778.png,Negative
731,./images/image-779.png,Positive
732,./images/image-780.png,Negative
733,./images/image-781.png,Negative
734,./images/image-782.png,Negative
735,./images/image-783.png,Negative
736,./images/image-784.png,Positive
737,./images/image-785.png,Negative
738,./images/image-787.png,Positive
739,./images/image-788.png,Positive
740,./images/image-789.png,Negative
741,./images/image-790.png,Positive
742,./images/image-791.png,Positive
743,./images/image-792.png,Negative
744,./images/image-793.png,Positive
745,./images/image-794.png,Positive
746,./images/image-795.png,Positive
747,./images/image-796.png,Negative
748,./images/image-797.png,Negative
749,./images/image-798.png,Negative
750,./images/image-799.png,Negative
751,./images/image-800.png,Negative
752,./images/image-802.png,Negative
753,./images/image-803.png,Negative
754,./images/image-804.png,Positive
755,./images/image-806.png,Positive
756,./images/image-807.png,Negative
757,./images/image-808.png,Positive
758,./images/image-809.png,Positive
759,./images/image-810.png,Positive
760,./images/image-811.png,Positive
761,./images/image-812.png,Positive
762,./images/image-813.png,Positive
763,./images/image-814.png,Positive
764,./images/image-815.png,Positive
765,./images/image-816.png,Positive
766,./images/image-817.png,Positive
767,./images/image-818.png,Positive
768,./images/image-819.png,Positive
769,./images/image-820.png,Positive
770,./images/image-821.png,Positive
771,./images/image-822.png,Positive
772,./images/image-824.png,Positive
773,./images/image-825.png,Positive
774,./images/image-826.png,Positive
775,./images/image-827.png,Positive
776,./images/image-829.png,Positive
777,./images/image-831.png,Positive
778,./images/image-832.png,Positive
779,./images/image-833.png,Positive
780,./images/image-834.png,Positive
781,./images/image-835.png,Positive
782,./images/image-836.png,Positive
783,./images/image-837.png,Positive
784,./images/image-838.png,Positive
785,./images/image-839.png,Positive
786,./images/image-841.png,Positive
787,./images/image-842.png,Positive
788,./images/image-843.png,Positive
789,./images/image-844.png,Positive
790,./images/image-845.png,Positive
791,./images/image-846.png,Positive
792,./images/image-847.png,Positive
793,./images/image-848.png,Positive
794,./images/image-849.png,Positive
795,./images/image-850.png,Positive
796,./images/image-851.png,Positive
797,./images/image-852.png,Positive
798,./images/image-853.png,Positive
799,./images/image-854.png,Positive
800,./images/image-855.png,Positive
801,./images/image-856.png,Positive
802,./images/image-857.png,Positive
803,./images/image-858.png,Positive
804,./images/image-859.png,Positive
805,./images/image-860.png,Positive
806,./images/image-861.png,Positive
807,./images/image-862.png,Positive
808,./images/image-864.png,Positive
809,./images/image-865.png,Positive
810,./images/image-866.png,Positive
811,./images/image-867.png,Positive
812,./images/image-868.png,Positive
813,./images/image-869.png,Positive
814,./images/image-870.png,Positive
815,./images/image-871.png,Positive
816,./images/image-872.png,Positive
817,./images/image-873.png,Positive
818,./images/image-874.png,Positive
819,./images/image-875.png,Positive
820,./images/image-876.png,Positive
821,./images/image-877.png,Positive
822,./images/image-878.png,Positive
823,./images/image-879.png,Positive
824,./images/image-880.png,Positive
825,./images/image-881.png,Negative
826,./images/image-882.png,Positive
827,./images/image-883.png,Positive
828,./images/image-884.png,Positive
829,./images/image-885.png,Positive
830,./images/image-886.png,Positive
831,./images/image-887.png,Positive
832,./images/image-888.png,Positive
833,./images/image-889.png,Negative
834,./images/image-890.png,Positive
835,./images/image-891.png,Positive
836,./images/image-892.png,Positive
837,./images/image-894.png,Positive
838,./images/image-895.png,Positive
839,./images/image-896.png,Positive
840,./images/image-897.png,Positive
841,./images/image-899.png,Positive
842,./images/image-900.png,Positive
843,./images/image-901.png,Positive
844,./images/image-902.png,Positive
845,./images/image-903.png,Positive
846,./images/image-904.png,Positive
847,./images/image-905.png,Positive
848,./images/image-906.png,Positive
849,./images/image-907.png,Positive
850,./images/image-908.png,Negative
851,./images/image-909.png,Positive
852,./images/image-910.png,Positive
853,./images/image-911.png,Positive
854,./images/image-912.png,Positive
855,./images/image-913.png,Positive
856,./images/image-914.png,Positive
857,./images/image-915.png,Positive
858,./images/image-916.png,Positive
859,./images/image-918.png,Positive
860,./images/image-919.png,Positive
861,./images/image-922.png,Positive
862,./images/image-923.png,Positive
863,./images/image-924.png,Positive
864,./images/image-925.png,Positive
865,./images/image-926.png,Positive
866,./images/image-927.png,Positive
867,./images/image-929.png,Positive
868,./images/image-930.png,Positive
869,./images/image-931.png,Positive
870,./images/image-932.png,Positive
871,./images/image-933.png,Positive
872,./images/image-934.png,Positive
873,./images/image-935.png,Positive
874,./images/image-936.png,Positive
875,./images/image-937.png,Positive
876,./images/image-939.png,Negative
877,./images/image-940.png,Positive
878,./images/image-941.png,Positive
879,./images/image-942.png,Positive
880,./images/image-943.png,Positive
881,./images/image-944.png,Positive
882,./images/image-945.png,Positive
883,./images/image-946.png,Positive
884,./images/image-947.png,Positive
885,./images/image-950.png,Positive
886,./images/image-951.png,Positive
887,./images/image-953.png,Negative
888,./images/image-954.png,Positive
889,./images/image-955.png,Positive
890,./images/image-957.png,Positive
891,./images/image-958.png,Positive
892,./images/image-961.png,Positive
893,./images/image-962.png,Positive
894,./images/image-963.png,Negative
895,./images/image-964.png,Positive
896,./images/image-965.png,Positive
897,./images/image-967.png,Negative
898,./images/image-969.png,Positive
899,./images/image-970.png,Positive
900,./images/image-971.png,Positive
901,./images/image-972.png,Negative
902,./images/image-973.png,Negative
903,./images/image-975.png,Positive
904,./images/image-976.png,Positive
905,./images/image-977.png,Positive
906,./images/image-980.png,Positive
907,./images/image-981.png,Positive
908,./images/image-982.png,Positive
909,./images/image-983.png,Positive
910,./images/image-984.png,Positive
911,./images/image-985.png,Positive
912,./images/image-986.png,Positive
913,./images/image-987.png,Negative
914,./images/image-988.png,Positive
915,./images/image-990.png,Positive
916,./images/image-991.png,Positive
917,./images/image-992.png,Positive
918,./images/image-993.png,Positive
919,./images/image-995.png,Positive
920,./images/image-996.png,Positive
921,./images/image-1000.png,Negative
922,./images/image-1001.png,Positive
923,./images/image-1002.png,Positive
924,./images/image-1003.png,Positive
925,./images/image-1005.png,Positive
926,./images/image-1006.png,Negative
927,./images/image-1007.png,Positive
928,./images/image-1008.png,Positive
929,./images/image-1010.png,Positive
930,./images/image-1011.png,Negative
